,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
4404,Jump Shot,Jump Shot,179,33.8943,-118.1238,4,2,1,2002-03,23,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/24/2003,Home,MIN,27056,14634,72,96.67
4405,Jump Shot,Jump Shot,233,33.8893,-118.2258,11,3,1,2002-03,14,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/24/2003,Home,MIN,27060,14634,72,96.67
4406,Driving Layup Shot,Layup,257,34.0443,-118.2698,8,3,1,2002-03,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/24/2003,Home,MIN,27061,14634,72,96.67
4407,Driving Layup Shot,Layup,442,34.0443,-118.2698,4,4,1,2002-03,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/24/2003,Home,MIN,27066,14634,72,96.67
4408,Jump Shot,Jump Shot,498,33.8383,-118.1238,0,4,1,2002-03,17,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/24/2003,Home,MIN,27070,14634,72,96.67
4409,Jump Shot,Jump Shot,597,33.8453,-118.1168,0,5,1,2002-03,2,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/24/2003,Home,MIN,27073,14634,72,96.67
4410,Running Jump Shot,Jump Shot,42,33.9073,-118.3648,7,1,1,2002-03,12,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/27/2003,Home,MIN,27077,14368,67,94.94
4411,Jump Shot,Jump Shot,165,33.8633,-118.1808,7,2,1,2002-03,42,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/27/2003,Home,MIN,27085,14368,67,94.94
4412,Jump Shot,Jump Shot,244,33.8753,-118.1418,0,2,1,2002-03,39,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/27/2003,Home,MIN,27086,14368,67,94.94
4413,Layup Shot,Layup,6,34.0443,-118.2698,10,1,1,2002-03,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/29/2003,Away,MIN,27099,16945,71,97.08
4414,Layup Shot,Layup,62,34.0443,-118.2698,5,1,1,2002-03,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/29/2003,Away,MIN,27105,16945,71,97.08
4415,Jump Shot,Jump Shot,276,34.0573,-118.0368,6,3,1,2002-03,35,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,4/29/2003,Away,MIN,27109,16945,71,97.08
4416,Jump Shot,Jump Shot,112,33.9403,-118.3518,11,2,1,2002-03,39,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/1/2003,Home,MIN,27125,13603,65,93.16
4417,Tip Shot,Tip Shot,327,34.0443,-118.2698,1,3,1,2002-03,19,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/1/2003,Home,MIN,27135,13603,65,93.16
4418,Turnaround Jump Shot,Jump Shot,371,34.0523,-118.1108,9,4,1,2002-03,36,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/1/2003,Home,MIN,27139,13603,65,93.16
4419,Alley Oop Dunk Shot,Dunk,377,34.0443,-118.2698,9,4,1,2002-03,15,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/1/2003,Home,MIN,27140,13603,65,93.16
4420,Jump Shot,Jump Shot,400,33.9503,-118.0958,7,4,1,2002-03,29,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/1/2003,Home,MIN,27141,13603,65,93.16
4421,Jump Shot,Jump Shot,403,33.8153,-118.1528,7,4,1,2002-03,6,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/1/2003,Home,MIN,27142,13603,65,93.16
4422,Jump Shot,Jump Shot,415,34.0723,-118.1438,5,4,1,2002-03,59,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/1/2003,Home,MIN,27144,13603,65,93.16
4423,Jump Shot,Jump Shot,44,33.8423,-118.2438,7,1,1,2002-03,5,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/5/2003,Away,SAS,27148,13917,65,91.62
4424,Jump Shot,Jump Shot,135,33.8483,-118.1858,9,2,1,2002-03,56,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/5/2003,Away,SAS,27154,13917,65,91.62
4425,Driving Layup Shot,Layup,227,34.0443,-118.2698,1,2,1,2002-03,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/5/2003,Away,SAS,27162,13917,65,91.62
4426,Turnaround Jump Shot,Jump Shot,388,34.0373,-118.1238,9,4,1,2002-03,23,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/5/2003,Away,SAS,27175,13917,65,91.62
4427,Jump Shot,Jump Shot,391,33.9323,-118.0888,8,4,1,2002-03,50,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/5/2003,Away,SAS,27176,13917,65,91.62
4428,Driving Finger Roll Shot,Layup,411,34.0033,-118.2308,5,4,1,2002-03,47,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/5/2003,Away,SAS,27178,13917,65,91.62
4429,Jump Shot,Jump Shot,197,34.0373,-118.4978,0,2,1,2002-03,52,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/7/2003,Away,SAS,27197,15575,71,94.42
4430,Jump Shot,Jump Shot,302,34.0133,-118.0368,2,3,1,2002-03,10,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,5/7/2003,Away,SAS,27204,15575,71,94.42
4431,Jump Shot,Jump Shot,305,33.8933,-118.0678,1,3,1,2002-03,43,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/7/2003,Away,SAS,27205,15575,71,94.42
4432,Jump Shot,Jump Shot,336,34.0163,-118.4978,0,3,1,2002-03,0,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/7/2003,Away,SAS,27206,15575,71,94.42
4433,Jump Shot,Jump Shot,398,33.8143,-118.3488,5,4,1,2002-03,51,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/7/2003,Away,SAS,27207,15575,71,94.42
4434,Jump Shot,Jump Shot,219,33.8303,-118.1418,1,2,1,2002-03,47,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/9/2003,Home,SAS,27216,13475,69,94.38
4435,Jump Shot,Jump Shot,448,34.0373,-118.4558,3,4,1,2002-03,44,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/9/2003,Home,SAS,27230,13475,69,94.38
4436,Jump Shot,Jump Shot,21,33.9993,-118.3438,8,1,1,2002-03,35,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/11/2003,Home,SAS,27234,17230,71,97.15
4437,Jump Shot,Jump Shot,134,33.8403,-118.2308,10,2,1,2002-03,26,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/11/2003,Home,SAS,27241,17230,71,97.15
4438,Slam Dunk Shot,Dunk,335,34.0443,-118.2698,2,3,1,2002-03,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/11/2003,Home,SAS,27249,17230,71,97.15
4439,Jump Shot,Jump Shot,427,33.9733,-118.2498,6,4,1,2002-03,48,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/11/2003,Home,SAS,27251,17230,71,97.15
4440,Running Jump Shot,Jump Shot,441,34.0393,-118.1898,5,4,1,2002-03,13,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/11/2003,Home,SAS,27252,17230,71,97.15
4441,Driving Layup Shot,Layup,41,34.0393,-118.2798,7,1,1,2002-03,26,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/13/2003,Away,SAS,27256,14989,70,93.76
4442,Turnaround Jump Shot,Jump Shot,53,33.9343,-118.3418,6,1,1,2002-03,4,13,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/13/2003,Away,SAS,27257,14989,70,93.76
4443,Jump Shot,Jump Shot,110,34.0133,-118.2978,10,2,1,2002-03,35,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/13/2003,Away,SAS,27263,14989,70,93.76
4444,Jump Shot,Jump Shot,218,33.8753,-118.1928,8,3,1,2002-03,17,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/13/2003,Away,SAS,27268,14989,70,93.76
4445,Jump Shot,Jump Shot,274,33.8203,-118.3718,2,3,1,2002-03,38,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/13/2003,Away,SAS,27269,14989,70,93.76
4446,Jump Shot,Jump Shot,330,33.8373,-118.1338,9,4,1,2002-03,20,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/13/2003,Away,SAS,27276,14989,70,93.76
4447,Reverse Layup Shot,Layup,359,34.0343,-118.2798,6,4,1,2002-03,23,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/13/2003,Away,SAS,27279,14989,70,93.76
4448,Driving Layup Shot,Layup,58,34.0443,-118.2698,2,1,1,2002-03,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/15/2003,Home,SAS,27288,14316,74,95.5
4449,Jump Shot,Jump Shot,246,33.9783,-118.2458,7,3,1,2002-03,30,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/15/2003,Home,SAS,27295,14316,74,95.5
4450,Layup Shot,Layup,357,34.0443,-118.2698,8,4,1,2002-03,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/15/2003,Home,SAS,27299,14316,74,95.5
4451,Jump Shot,Jump Shot,390,33.8603,-118.4438,4,4,1,2002-03,47,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/15/2003,Home,SAS,27302,14316,74,95.5
4452,Jump Shot,Jump Shot,405,33.8473,-118.1158,3,4,1,2002-03,36,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/15/2003,Home,SAS,27304,14316,74,95.5
4453,Running Jump Shot,Jump Shot,396,34.0323,-118.3568,8,4,1,2003-04,2,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/17/2004,Home,HOU,27316,14281,72,92.72
4454,Jump Shot,Jump Shot,415,34.0573,-118.1298,5,4,1,2003-04,52,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/17/2004,Home,HOU,27318,14281,72,92.72
4455,Jump Shot,Jump Shot,194,33.8883,-118.1878,4,2,1,2003-04,5,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/19/2004,Home,HOU,27330,14598,74,94.61
4456,Turnaround Jump Shot,Jump Shot,246,33.9763,-118.1448,10,3,1,2003-04,15,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/19/2004,Home,HOU,27333,14598,74,94.61
4457,Jump Shot,Jump Shot,267,34.0443,-118.5018,7,3,1,2003-04,55,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,4/19/2004,Home,HOU,27335,14598,74,94.61
4458,Jump Shot,Jump Shot,335,34.0083,-118.4568,1,3,1,2003-04,32,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/19/2004,Home,HOU,27339,14598,74,94.61
4459,Finger Roll Shot,Layup,363,34.0443,-118.2698,11,4,1,2003-04,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/19/2004,Home,HOU,27341,14598,74,94.61
4460,Jump Shot,Jump Shot,392,33.9243,-118.4918,7,4,1,2003-04,30,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/19/2004,Home,HOU,27342,14598,74,94.61
4461,Fadeaway Jump Shot,Jump Shot,69,33.9533,-118.3568,3,1,1,2003-04,41,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/23/2004,Away,HOU,27345,13430,69,92.88
4462,Fadeaway Jump Shot,Jump Shot,83,33.9443,-118.1288,2,1,1,2003-04,8,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/23/2004,Away,HOU,27347,13430,69,92.88
4463,Fadeaway Jump Shot,Jump Shot,223,33.8933,-118.3178,10,3,1,2003-04,48,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,4/23/2004,Away,HOU,27354,13430,69,92.88
4464,Jump Shot,Jump Shot,421,33.8433,-118.4438,0,4,1,2003-04,59,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/23/2004,Away,HOU,27361,13430,69,92.88
4465,Driving Layup Shot,Layup,364,34.0443,-118.2698,7,4,1,2003-04,7,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/25/2004,Away,HOU,27375,14064,68,90.25
4466,Reverse Layup Shot,Layup,63,34.0443,-118.2698,4,1,1,2003-04,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/28/2004,Home,HOU,27387,14871,72,92.55
4467,Reverse Layup Shot,Layup,102,34.0443,-118.2698,0,1,1,2003-04,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/28/2004,Home,HOU,27390,14871,72,92.55
4468,Reverse Dunk Shot,Dunk,130,34.0443,-118.2698,9,2,1,2003-04,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/28/2004,Home,HOU,27392,14871,72,92.55
4469,Jump Shot,Jump Shot,294,33.9803,-118.3258,5,3,1,2003-04,16,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/28/2004,Home,HOU,27399,14871,72,92.55
4470,Jump Shot,Jump Shot,391,33.9293,-118.3958,7,4,1,2003-04,49,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/28/2004,Home,HOU,27403,14871,72,92.55
4471,Layup Shot,Layup,131,34.0273,-118.2638,9,2,1,2003-04,38,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/2/2004,Away,SAS,27410,15932,71,97.8
4472,Jump Shot,Jump Shot,352,33.9583,-118.2108,2,3,1,2003-04,44,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/2/2004,Away,SAS,27423,15932,71,97.8
4473,Jump Shot,Jump Shot,425,33.9703,-118.2568,7,4,1,2003-04,13,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/2/2004,Away,SAS,27429,15932,71,97.8
4474,Layup Shot,Layup,17,34.0343,-118.2408,9,1,1,2003-04,54,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/5/2004,Away,SAS,27432,15525,68,96.88
4475,Jump Shot,Jump Shot,135,33.9583,-118.4488,8,2,1,2003-04,19,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/5/2004,Away,SAS,27436,15525,68,96.88
4476,Running Jump Shot,Jump Shot,229,34.0133,-118.2318,11,3,1,2003-04,46,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/5/2004,Away,SAS,27437,15525,68,96.88
4477,Running Jump Shot,Jump Shot,275,34.0213,-118.2158,5,3,1,2003-04,50,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/5/2004,Away,SAS,27441,15525,68,96.88
4478,Running Layup Shot,Layup,332,34.0013,-118.2268,10,4,1,2003-04,32,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/5/2004,Away,SAS,27444,15525,68,96.88
4479,Jump Shot,Jump Shot,368,34.0573,-118.4358,6,4,1,2003-04,16,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/5/2004,Away,SAS,27445,15525,68,96.88
4480,Driving Layup Shot,Layup,407,34.0293,-118.2438,1,4,1,2003-04,44,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/5/2004,Away,SAS,27448,15525,68,96.88
4481,Jump Shot,Jump Shot,159,33.9113,-118.4158,4,2,1,2003-04,58,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/9/2004,Home,SAS,27454,17064,72,97.05
4482,Jump Shot,Jump Shot,306,34.0183,-118.1438,4,3,1,2003-04,15,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/9/2004,Home,SAS,27459,17064,72,97.05
4483,Jump Shot,Jump Shot,71,34.0533,-118.4978,2,1,1,2003-04,24,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/11/2004,Home,SAS,27465,14508,69,96.64
4484,Driving Dunk Shot,Dunk,349,34.0443,-118.2698,0,3,1,2003-04,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/11/2004,Home,SAS,27478,14508,69,96.64
4485,Jump Shot,Jump Shot,357,33.8943,-118.2698,11,4,1,2003-04,48,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/11/2004,Home,SAS,27479,14508,69,96.64
4486,Reverse Layup Shot,Layup,388,34.0443,-118.2698,8,4,1,2003-04,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/11/2004,Home,SAS,27481,14508,69,96.64
4487,Fadeaway Jump Shot,Jump Shot,423,33.8883,-118.4158,5,4,1,2003-04,1,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/11/2004,Home,SAS,27483,14508,69,96.64
4488,Jump Shot,Jump Shot,452,33.9163,-118.3848,2,4,1,2003-04,14,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/11/2004,Home,SAS,27486,14508,69,96.64
4489,Jump Shot,Jump Shot,120,33.8143,-118.2798,8,2,1,2003-04,32,23,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/13/2004,Away,SAS,27498,15077,68,95.7
4490,Jump Shot,Jump Shot,241,33.8913,-118.4588,7,3,1,2003-04,47,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/13/2004,Away,SAS,27505,15077,68,95.7
4491,Jump Shot,Jump Shot,301,33.9533,-118.4508,1,3,1,2003-04,31,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/13/2004,Away,SAS,27507,15077,68,95.7
4492,Jump Shot,Jump Shot,331,34.0493,-118.1268,10,4,1,2003-04,33,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/13/2004,Away,SAS,27509,15077,68,95.7
4493,Jump Shot,Jump Shot,412,33.8453,-118.1268,0,4,1,2003-04,53,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/13/2004,Away,SAS,27514,15077,68,95.7
4494,Driving Layup Shot,Layup,278,34.0443,-118.2698,5,3,1,2003-04,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/15/2004,Home,SAS,27527,16341,73,96.79
4495,Jump Shot,Jump Shot,484,34.0183,-118.1908,1,4,1,2003-04,17,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/15/2004,Home,SAS,27535,16341,73,96.79
4496,Jump Shot,Jump Shot,218,33.9603,-118.2468,11,3,1,2003-04,37,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/21/2004,Away,MIN,27544,14972,67,92.37
4497,Jump Shot,Jump Shot,243,34.0013,-118.0608,8,3,1,2003-04,54,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/21/2004,Away,MIN,27545,14972,67,92.37
4498,Jump Shot,Jump Shot,13,33.9963,-118.2668,10,1,1,2003-04,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/23/2004,Away,MIN,27556,14800,66,95.09
4499,Jump Shot,Jump Shot,114,33.8983,-118.1398,11,2,1,2003-04,30,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/23/2004,Away,MIN,27563,14800,66,95.09
4500,Jump Shot,Jump Shot,267,33.9073,-118.4538,8,3,1,2003-04,25,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/23/2004,Away,MIN,27569,14800,66,95.09
4501,Fadeaway Jump Shot,Jump Shot,288,33.9403,-118.1368,2,3,1,2003-04,22,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/25/2004,Home,MIN,27585,15647,73,95.28
4502,Jump Shot,Jump Shot,426,33.7963,-118.2698,3,4,1,2003-04,5,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/2004,Home,MIN,27589,15647,73,95.28
4503,Jump Shot,Jump Shot,303,33.8323,-118.1288,5,3,1,2003-04,46,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/27/2004,Home,MIN,27605,15360,71,94.91
4504,Driving Layup Shot,Layup,352,34.0443,-118.2698,2,3,1,2003-04,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/27/2004,Home,MIN,27608,15360,71,94.91
4505,Jump Shot,Jump Shot,367,33.8303,-118.4148,1,3,1,2003-04,26,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/27/2004,Home,MIN,27609,15360,71,94.91
4506,Jump Shot,Jump Shot,391,33.9953,-118.4128,11,4,1,2003-04,19,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/27/2004,Home,MIN,27611,15360,71,94.91
4507,Turnaround Jump Shot,Jump Shot,111,33.8763,-118.4688,11,2,1,2003-04,13,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/29/2004,Away,MIN,27621,14432,69,93.55
4508,Driving Layup Shot,Layup,205,34.0443,-118.2698,0,2,1,2003-04,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/29/2004,Away,MIN,27626,14432,69,93.55
4509,Jump Shot,Jump Shot,331,33.8613,-118.3948,10,4,1,2003-04,35,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/29/2004,Away,MIN,27629,14432,69,93.55
4510,Driving Layup Shot,Layup,318,34.0443,-118.2698,5,3,1,2003-04,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/31/2004,Home,MIN,27645,14784,68,95.73
4511,Jump Shot,Jump Shot,497,33.8073,-118.1948,0,4,1,2003-04,38,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/31/2004,Home,MIN,27651,14784,68,95.73
4512,Jump Shot,Jump Shot,49,33.9073,-118.1528,7,1,1,2003-04,21,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/6/2004,Home,DET,27654,14382,68,92.78
4513,Driving Layup Shot,Layup,114,34.0443,-118.2698,0,1,1,2003-04,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/6/2004,Home,DET,27656,14382,68,92.78
4514,Driving Layup Shot,Layup,240,34.0443,-118.2698,0,2,1,2003-04,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/6/2004,Home,DET,27663,14382,68,92.78
4515,Jump Shot,Jump Shot,361,34.0533,-118.4078,9,4,1,2003-04,38,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,6/6/2004,Home,DET,27673,14382,68,92.78
4516,Jump Shot,Jump Shot,440,33.8193,-118.2728,1,4,1,2003-04,17,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/6/2004,Home,DET,27677,14382,68,92.78
4517,Jump Shot,Jump Shot,442,33.9163,-118.4898,1,4,1,2003-04,10,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,6/6/2004,Home,DET,27678,14382,68,92.78
4518,Jump Shot,Jump Shot,128,33.9073,-118.3998,10,2,1,2003-04,49,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,6/8/2004,Home,DET,27680,15654,71,96.75
4519,Layup Shot,Layup,138,34.0443,-118.2698,9,2,1,2003-04,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/8/2004,Home,DET,27681,15654,71,96.75
4520,Jump Shot,Jump Shot,226,33.8483,-118.3088,1,2,1,2003-04,36,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/8/2004,Home,DET,27684,15654,71,96.75
4521,Jump Shot,Jump Shot,300,33.9833,-118.4418,5,3,1,2003-04,46,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,6/8/2004,Home,DET,27688,15654,71,96.75
4522,Jump Shot,Jump Shot,9,33.9603,-118.4588,10,1,1,2003-04,33,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,6/10/2004,Away,DET,27706,15549,69,94.6
4523,Jump Shot,Jump Shot,189,33.9763,-118.4998,3,2,1,2003-04,20,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,6/10/2004,Away,DET,27709,15549,69,94.6
4524,Jump Shot,Jump Shot,10,33.9863,-118.4178,11,1,1,2003-04,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,6/13/2004,Away,DET,27720,15073,71,92.87
4525,Jump Shot,Jump Shot,49,34.0503,-118.0828,5,1,1,2003-04,50,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,6/13/2004,Away,DET,27722,15073,71,92.87
4526,Running Jump Shot,Jump Shot,281,33.9863,-118.1648,7,3,1,2003-04,44,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,6/13/2004,Away,DET,27733,15073,71,92.87
4527,Running Jump Shot,Jump Shot,287,33.7943,-118.3178,7,3,1,2003-04,4,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,6/13/2004,Away,DET,27734,15073,71,92.87
4528,Jump Shot,Jump Shot,371,34.0453,-118.5018,9,4,1,2003-04,32,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,6/13/2004,Away,DET,27739,15073,71,92.87
4529,Layup Shot,Layup,41,34.0443,-118.2698,6,1,1,2003-04,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/15/2004,Away,DET,27746,15014,70,97.14
4530,Dunk Shot,Dunk,122,34.0443,-118.2698,8,2,1,2003-04,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/15/2004,Away,DET,27751,15014,70,97.14
4531,Jump Shot,Jump Shot,215,33.8763,-118.1668,0,2,1,2003-04,45,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/15/2004,Away,DET,27755,15014,70,97.14
4532,Turnaround Jump Shot,Jump Shot,376,33.9503,-118.4178,8,4,1,2005-06,25,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/23/2006,Away,PHX,27777,12183,72,91.13
4533,Jump Shot,Jump Shot,464,33.8663,-118.4588,0,4,1,2005-06,17,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/23/2006,Away,PHX,27783,12183,72,91.13
