rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
22469,Jump Shot,Jump Shot,464,21500747,33.8263,-147,218,-118.4168,5,4,0,2015-16,32,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/4/2016,LAL @ NOP,NOP,22464,14205,68,96.62
22470,Putback Layup Shot,Layup,479,21500747,34.0453,5,-1,-118.2648,4,4,0,2015-16,11,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/4/2016,LAL @ NOP,NOP,22467,14205,68,96.62
22496,Jump Shot,Jump Shot,12,21500767,33.9593,145,85,-118.1248,10,1,0,2015-16,23,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/6/2016,LAL @ SAS,SAS,22472,14354,71,90.72
22497,Finger Roll Layup Shot,Layup,312,21500767,34.0413,-2,3,-118.2718,8,3,0,2015-16,12,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/6/2016,LAL @ SAS,SAS,22485,14354,71,90.72
22498,Jump Shot,Jump Shot,496,21500767,33.9053,71,139,-118.1988,1,4,0,2015-16,42,15,NA,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/6/2016,LAL @ SAS,SAS,22497,14354,71,90.72
22520,Layup Shot,Layup,189,21500776,34.0423,1,2,-118.2688,7,2,0,2015-16,58,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/8/2016,LAL @ IND,IND,22504,13140,67,92.4
22521,Jump Shot,Jump Shot,299,21500776,34.0033,-215,41,-118.4848,11,3,0,2015-16,9,21,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/8/2016,LAL @ IND,IND,22508,13140,67,92.4
22522,Jump Shot,Jump Shot,497,21500776,33.8313,128,213,-118.1418,3,4,0,2015-16,42,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/8/2016,LAL @ IND,IND,22516,13140,67,92.4
22523,Jump Shot,Jump Shot,539,21500776,33.8203,125,224,-118.1448,0,4,0,2015-16,25,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/8/2016,LAL @ IND,IND,22522,13140,67,92.4
22539,Turnaround Fadeaway shot,Jump Shot,37,21500795,34.0313,-112,13,-118.3818,6,1,0,2015-16,51,11,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/10/2016,LAL @ CLE,CLE,22527,13444,68,93.1
22560,Pullup Jump shot,Jump Shot,48,21500818,33.9003,4,144,-118.2658,7,1,0,2015-16,29,14,NA,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/19/2016,LAL vs. SAS,SAS,22543,15826,66,97.76
22561,Jump Shot,Jump Shot,231,21500818,33.9203,209,124,-118.0608,11,3,0,2015-16,22,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/19/2016,LAL vs. SAS,SAS,22549,15826,66,97.76
22562,Turnaround Hook Shot,Hook Shot,256,21500818,34.0133,-76,31,-118.3458,8,3,0,2015-16,36,8,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/19/2016,LAL vs. SAS,SAS,22551,15826,66,97.76
22563,Turnaround Fadeaway shot,Jump Shot,311,21500818,34.0183,127,26,-118.1428,3,3,0,2015-16,18,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/19/2016,LAL vs. SAS,SAS,22557,15826,66,97.76
22564,Jump Shot,Jump Shot,474,21500818,33.8163,115,228,-118.1548,2,4,0,2015-16,14,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/19/2016,LAL vs. SAS,SAS,22562,15826,66,97.76
22578,Jump Shot,Jump Shot,36,21500831,33.8073,51,237,-118.2188,8,1,0,2015-16,49,24,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22567,14494,69,91.75
22579,Jump Shot,Jump Shot,182,21500831,33.8463,102,198,-118.1678,6,2,0,2015-16,26,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22572,14494,69,91.75
22580,Jump Shot,Jump Shot,266,21500831,34.0453,-173,-1,-118.4428,0,2,0,2015-16,14,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22575,14494,69,91.75
22581,Turnaround Fadeaway shot,Jump Shot,282,21500831,33.9543,119,90,-118.1508,9,3,0,2015-16,58,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22578,14494,69,91.75
22582,Jump Shot,Jump Shot,285,21500831,33.8933,168,151,-118.1018,9,3,0,2015-16,30,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22579,14494,69,91.75
22583,Jump Shot,Jump Shot,287,21500831,33.8393,135,205,-118.1348,9,3,0,2015-16,0,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22580,14494,69,91.75
22584,Jump Shot,Jump Shot,299,21500831,33.8203,150,224,-118.1198,7,3,0,2015-16,47,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/21/2016,LAL @ CHI,CHI,22581,14494,69,91.75
22595,Pullup Jump shot,Jump Shot,246,21500837,33.9113,-58,133,-118.3278,2,2,0,2015-16,22,14,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/22/2016,LAL @ MIL,MIL,22591,13985,73,93.47
22596,Jump Shot,Jump Shot,257,21500837,33.9213,220,123,-118.0498,1,2,0,2015-16,0,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/22/2016,LAL @ MIL,MIL,22593,13985,73,93.47
22607,Jump Shot,Jump Shot,3,21500851,33.8023,-6,242,-118.2758,11,1,0,2015-16,19,24,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/24/2016,LAL @ MEM,MEM,22597,15270,69,94.41
22608,Layup Shot,Layup,30,21500851,34.0453,19,-1,-118.2508,8,1,0,2015-16,40,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/24/2016,LAL @ MEM,MEM,22600,15270,69,94.41
22609,Turnaround Fadeaway shot,Jump Shot,50,21500851,33.9673,120,77,-118.1498,6,1,0,2015-16,44,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/24/2016,LAL @ MEM,MEM,22602,15270,69,94.41
22610,Turnaround Fadeaway shot,Jump Shot,53,21500851,34.0333,153,11,-118.1168,6,1,0,2015-16,20,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/24/2016,LAL @ MEM,MEM,22603,15270,69,94.41
22622,Turnaround Jump Shot,Jump Shot,26,21500931,33.9383,63,106,-118.2068,8,1,0,2015-16,23,12,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/6/2016,LAL vs. GSW,GSW,22616,16055,71,93.92
22623,Jump Shot,Jump Shot,68,21500931,33.8563,-192,188,-118.4618,4,1,0,2015-16,47,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/6/2016,LAL vs. GSW,GSW,22617,16055,71,93.92
22624,Turnaround Fadeaway shot,Jump Shot,274,21500931,34.0443,228,0,-118.0418,0,2,0,2015-16,0,22,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/6/2016,LAL vs. GSW,GSW,22622,16055,71,93.92
22625,Jump Shot,Jump Shot,286,21500931,33.8513,137,193,-118.1328,10,3,0,2015-16,46,23,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/6/2016,LAL vs. GSW,GSW,22623,16055,71,93.92
22626,Finger Roll Layup Shot,Layup,293,21500931,34.0373,-24,7,-118.2938,9,3,0,2015-16,51,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/6/2016,LAL vs. GSW,GSW,22624,16055,71,93.92
22640,Jump Shot,Jump Shot,21,21500962,34.0283,150,16,-118.1198,9,1,0,2015-16,27,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/10/2016,LAL vs. CLE,CLE,22628,15946,73,96.9
22641,Jump Shot,Jump Shot,304,21500962,33.9643,143,80,-118.1268,3,3,0,2015-16,55,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/10/2016,LAL vs. CLE,CLE,22640,15946,73,96.9
22642,Jump Shot,Jump Shot,439,21500962,33.8613,168,183,-118.1018,4,4,0,2015-16,50,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/10/2016,LAL vs. CLE,CLE,22641,15946,73,96.9
22657,Turnaround Jump Shot,Jump Shot,332,21500987,33.9873,-143,57,-118.4128,5,3,0,2015-16,19,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/13/2016,LAL vs. NYK,NYK,22653,14930,69,93.04
22673,Jump Shot,Jump Shot,50,21501055,34.0423,-145,2,-118.4148,5,1,0,2015-16,23,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/22/2016,LAL vs. MEM,MEM,22660,15181,69,98.02
22674,Turnaround Fadeaway shot,Jump Shot,304,21501055,33.9693,-38,75,-118.3078,4,3,0,2015-16,4,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/22/2016,LAL vs. MEM,MEM,22672,15181,69,98.02
22675,Jump Shot,Jump Shot,428,21501055,33.8983,-181,146,-118.4508,8,4,0,2015-16,55,23,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/22/2016,LAL vs. MEM,MEM,22674,15181,69,98.02
22707,Turnaround Fadeaway shot,Jump Shot,2,21501081,33.9383,-114,106,-118.3838,11,1,0,2015-16,42,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/25/2016,LAL vs. DEN,DEN,22689,14248,70,95.4
22708,Jump Shot,Jump Shot,257,21501081,34.0503,240,-6,-118.0298,2,2,0,2015-16,31,24,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/25/2016,LAL vs. DEN,DEN,22698,14248,70,95.4
22709,Pullup Jump shot,Jump Shot,380,21501081,33.9343,-120,110,-118.3898,3,3,0,2015-16,50,16,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/25/2016,LAL vs. DEN,DEN,22705,14248,70,95.4
22710,Driving Layup Shot,Layup,534,21501081,34.0453,17,-1,-118.2528,2,4,0,2015-16,48,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/25/2016,LAL vs. DEN,DEN,22709,14248,70,95.4
22723,Jump Shot,Jump Shot,8,21501096,33.8313,-165,213,-118.4348,10,1,0,2015-16,48,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/27/2016,LAL vs. WAS,WAS,22711,13503,69,95.47
22724,Driving Layup Shot,Layup,32,21501096,34.0413,22,3,-118.2478,7,1,0,2015-16,45,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/27/2016,LAL vs. WAS,WAS,22714,13503,69,95.47
22725,Jump Shot,Jump Shot,38,21501096,33.8303,153,214,-118.1168,6,1,0,2015-16,58,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/27/2016,LAL vs. WAS,WAS,22715,13503,69,95.47
22734,Turnaround Fadeaway shot,Jump Shot,42,21501104,34.0453,125,-1,-118.1448,6,1,0,2015-16,14,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/28/2016,LAL @ UTA,UTA,22729,14434,69,91.8
22735,Turnaround Fadeaway shot,Jump Shot,65,21501104,34.0423,141,2,-118.1288,4,1,0,2015-16,23,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/28/2016,LAL @ UTA,UTA,22730,14434,69,91.8
22736,Jump Shot,Jump Shot,265,21501104,33.9693,205,75,-118.0648,9,3,0,2015-16,57,21,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/28/2016,LAL @ UTA,UTA,22733,14434,69,91.8
22765,Jump Shot,Jump Shot,179,21501153,33.7803,132,264,-118.1378,6,2,0,2015-16,22,29,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22750,13349,69,94.86
22766,Jump Bank Shot,Jump Shot,237,21501153,34.0313,-96,13,-118.3658,1,2,0,2015-16,9,9,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22754,13349,69,94.86
22767,Pullup Jump shot,Jump Shot,252,21501153,33.8953,-97,149,-118.3668,11,3,0,2015-16,39,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22756,13349,69,94.86
22768,Turnaround Hook Shot,Hook Shot,265,21501153,34.0133,6,31,-118.2638,10,3,0,2015-16,6,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22758,13349,69,94.86
22769,Jump Bank Shot,Jump Shot,447,21501153,34.0133,0,31,-118.2698,6,4,0,2015-16,47,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22767,13349,69,94.86
22770,Fadeaway Jump Shot,Jump Shot,498,21501153,34.0603,-209,-16,-118.4788,2,4,0,2015-16,26,20,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22768,13349,69,94.86
22771,Floating Jump shot,Jump Shot,513,21501153,33.9793,0,65,-118.2698,0,4,0,2015-16,56,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/3/2016,LAL vs. BOS,BOS,22769,13349,69,94.86
22781,Jump Shot,Jump Shot,50,21501164,34.0113,42,33,-118.2278,6,1,0,2015-16,52,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/5/2016,LAL @ LAC,LAC,22776,15670,71,95.96
22782,Jump Shot,Jump Shot,218,21501164,33.8073,120,237,-118.1498,5,2,0,2015-16,32,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/5/2016,LAL @ LAC,LAC,22778,15670,71,95.96
22783,Pullup Jump shot,Jump Shot,247,21501164,33.9153,-4,129,-118.2738,2,2,0,2015-16,20,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/5/2016,LAL @ LAC,LAC,22780,15670,71,95.96
22800,Driving Floating Jump Shot,Jump Shot,48,21501172,33.9983,61,46,-118.2088,6,1,0,2015-16,27,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/6/2016,LAL vs. LAC,LAC,22789,13173,71,91.4
22801,Turnaround Fadeaway shot,Jump Shot,287,21501172,34.0453,82,-1,-118.1878,7,3,0,2015-16,48,8,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/6/2016,LAL vs. LAC,LAC,22797,13173,71,91.4
22802,Pullup Jump shot,Jump Shot,310,21501172,33.8753,81,169,-118.1888,4,3,0,2015-16,55,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/6/2016,LAL vs. LAC,LAC,22799,13173,71,91.4
22817,Jump Shot,Jump Shot,302,21501184,33.8543,-186,190,-118.4558,11,3,0,2015-16,42,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/8/2016,LAL @ NOP,NOP,22814,15816,68,93.75
22837,Jump Shot,Jump Shot,20,21501195,34.0283,-230,16,-118.4998,9,1,0,2015-16,45,23,NA,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,4/10/2016,LAL @ HOU,HOU,22818,14387,67,96.39
22838,Turnaround Jump Shot,Jump Shot,33,21501195,34.0503,132,-6,-118.1378,7,1,0,2015-16,59,13,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/10/2016,LAL @ HOU,HOU,22821,14387,67,96.39
22839,Turnaround Fadeaway shot,Jump Shot,52,21501195,34.0183,99,26,-118.1708,5,1,0,2015-16,36,10,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/10/2016,LAL @ HOU,HOU,22823,14387,67,96.39
22849,Jump Shot,Jump Shot,22,21501209,33.8263,-176,218,-118.4458,10,1,0,2015-16,11,28,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/11/2016,LAL @ OKC,OKC,22841,15040,70,94.52
22850,Pullup Jump shot,Jump Shot,93,21501209,33.8643,-155,180,-118.4248,3,1,0,2015-16,35,23,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/11/2016,LAL @ OKC,OKC,22847,15040,70,94.52
22851,Turnaround Fadeaway shot,Jump Shot,123,21501209,34.0313,-151,13,-118.4208,1,1,0,2015-16,34,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/11/2016,LAL @ OKC,OKC,22848,15040,70,94.52
22895,Jump Shot,Jump Shot,90,21501228,33.8253,122,219,-118.1478,2,1,0,2015-16,28,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22862,12905,72,92.82
22896,Driving Layup Shot,Layup,274,21501228,34.0443,-4,0,-118.2738,9,3,0,2015-16,40,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22875,12905,72,92.82
22897,Pullup Jump shot,Jump Shot,283,21501228,33.9293,-40,115,-118.3098,8,3,0,2015-16,41,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22877,12905,72,92.82
22898,Jump Shot,Jump Shot,386,21501228,33.9133,110,131,-118.1598,10,4,0,2015-16,22,17,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22887,12905,72,92.82
22899,Jump Shot,Jump Shot,424,21501228,33.9933,-1,51,-118.2708,6,4,0,2015-16,44,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22892,12905,72,92.82
22900,Pullup Jump shot,Jump Shot,479,21501228,33.9153,69,129,-118.2008,1,4,0,2015-16,27,14,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22899,12905,72,92.82
22901,Pullup Jump shot,Jump Shot,488,21501228,33.8563,58,188,-118.2118,0,4,0,2015-16,31,19,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/13/2016,LAL vs. UTA,UTA,22901,12905,72,92.82
22913,Jump Shot,Jump Shot,157,29600057,33.8673,75,177,-118.1948,7,2,0,1996-97,18,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/8/1996,LAL @ TOR,TOR,22907,14088,68,96
22914,Layup Shot,Layup,321,29600057,34.0443,0,0,-118.2698,3,3,0,1996-97,25,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/8/1996,LAL @ TOR,TOR,22909,14088,68,96
22931,Jump Shot,Jump Shot,151,29600126,33.8803,179,164,-118.0908,7,2,0,1996-97,0,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/17/1996,LAL @ PHX,PHX,22926,16976,68,98.37
22932,Jump Shot,Jump Shot,156,29600126,34.0143,-226,30,-118.4958,6,2,0,1996-97,11,22,NA,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/17/1996,LAL @ PHX,PHX,22927,16976,68,98.37
22933,Jump Shot,Jump Shot,193,29600126,33.8213,-27,223,-118.2968,1,2,0,1996-97,38,22,NA,3PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/1996,LAL @ PHX,PHX,22930,16976,68,98.37
22935,Jump Shot,Jump Shot,162,29600136,33.8693,97,175,-118.1728,2,2,0,1996-97,51,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/1996,LAL @ GSW,GSW,22934,14456,68,97.42
22939,Jump Shot,Jump Shot,150,29600144,33.8393,-151,205,-118.4208,8,2,0,1996-97,28,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/1996,LAL vs. UTA,UTA,22937,17195,72,96.22
22940,Driving Layup Shot,Layup,458,29600144,34.0443,0,0,-118.2698,1,4,0,1996-97,53,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/1996,LAL vs. UTA,UTA,22939,17195,72,96.22
22950,Jump Shot,Jump Shot,427,29600179,33.8453,131,199,-118.1388,6,4,0,1996-97,7,23,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/1996,LAL @ PHI,PHI,22949,14798,68,95.16
22956,Layup Shot,Layup,160,29600187,34.0443,0,0,-118.2698,6,2,0,1996-97,51,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/1996,LAL @ BOS,BOS,22951,12431,69,93.31
22957,Jump Shot,Jump Shot,336,29600187,34.0423,233,2,-118.0368,0,3,0,1996-97,9,23,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/1996,LAL @ BOS,BOS,22955,12431,69,93.31
22965,Dunk Shot,Dunk,404,29600240,34.0443,0,0,-118.2698,5,4,0,1996-97,24,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/4/1996,LAL @ UTA,UTA,22965,12343,68,94.4
22966,Driving Layup Shot,Layup,440,29600240,34.0443,0,0,-118.2698,2,4,0,1996-97,13,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/4/1996,LAL @ UTA,UTA,22966,12343,68,94.4
22974,Slam Dunk Shot,Dunk,207,29600270,34.0443,0,0,-118.2698,0,2,0,1996-97,40,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/8/1996,LAL vs. MIN,MIN,22968,14359,69,93.13
22975,Layup Shot,Layup,385,29600270,34.0443,0,0,-118.2698,5,4,0,1996-97,45,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/8/1996,LAL vs. MIN,MIN,22972,14359,69,93.13
22976,Layup Shot,Layup,412,29600270,34.0443,0,0,-118.2698,3,4,0,1996-97,37,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/8/1996,LAL vs. MIN,MIN,22975,14359,69,93.13
22982,Jump Shot,Jump Shot,172,29600330,33.9383,-153,106,-118.4228,2,2,0,1996-97,56,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/1996,LAL @ CHI,CHI,22981,14022,71,94.11
22999,Jump Shot,Jump Shot,215,29600439,33.8323,-116,212,-118.3858,4,2,0,1996-97,4,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/3/1997,LAL vs. SAC,SAC,22994,15473,72,97.29
23000,Driving Layup Shot,Layup,354,29600439,34.0443,0,0,-118.2698,2,3,0,1996-97,18,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/3/1997,LAL vs. SAC,SAC,22996,15473,72,97.29
23018,Driving Layup Shot,Layup,113,29600457,34.0443,0,0,-118.2698,0,1,0,1996-97,6,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/6/1997,LAL @ POR,POR,23011,13555,68,91.64
23030,Layup Shot,Layup,357,29600474,34.0443,0,0,-118.2698,9,4,0,1996-97,50,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/8/1997,LAL vs. CHH,CHA,23028,15351,67,92.21
23031,Jump Shot,Jump Shot,400,29600474,33.9493,-211,95,-118.4808,5,4,0,1996-97,23,23,NA,3PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/8/1997,LAL vs. CHH,CHA,23031,15351,67,92.21
